t	g1r1	g1r2	g1ave	g2r1	g2r2	g2ave	g4r1	g4r2	g4ave
0.10200	0.26024	0.032349	0.14629	0.10845	0.054200	0.081326	0.20772	0.039311	0.12352
0.10400	0.13915	0.26645	0.20280	0.068208	0.13469	0.10145	0.25798	0.21521	0.23660
0.10600	-0.21603	0.072711	-0.071661	-0.084716	0.013957	-0.035379	-0.043567	0.10213	0.029283
0.10800	-0.094947	0.11307	0.0090635	-0.0042300	0.054200	0.024985	0.019255	0.15239	0.085823
0.11000	-0.25640	0.19380	-0.031299	-0.12496	0.13469	0.0048635	-0.10639	0.039311	-0.033539
0.11200	-0.57122	-0.24211	-0.40667	-0.28593	-0.10677	-0.19635	-0.29485	-0.14915	-0.22200
0.11400	-0.13531	-0.0080130	-0.071661	-0.0042300	0.054200	0.024985	-0.10639	0.10213	-0.0021280
0.11600	-0.25640	-0.16139	-0.20889	-0.044473	-0.026286	-0.035379	-0.10639	-0.27480	-0.19059
0.11800	0.026140	-0.40356	-0.18871	0.068208	-0.13897	-0.035380	0.14490	-0.33762	-0.096361
0.12000	0.30060	0.032349	0.16648	0.26942	0.054200	0.16181	0.38362	-0.023511	0.18006
0.12200	0.026140	-0.12910	-0.051479	0.10845	0.013957	0.061204	0.14490	-0.21198	-0.033539
0.12400	0.058429	-0.12910	-0.035335	0.027965	0.013957	0.020961	0.14490	-0.14915	-0.0021280
0.12600	0.058429	0.072711	0.065570	0.068208	0.054200	0.061204	0.14490	0.15239	0.14864
0.12800	-0.32905	-0.12910	-0.22907	-0.16520	-0.066529	-0.11587	-0.29485	-0.023511	-0.15918
0.13000	-0.054584	-0.0080130	-0.031298	-0.0042300	-0.066529	-0.035379	-0.043567	0.039311	-0.0021280
0.13200	-0.094947	0.19380	0.049426	-0.0042300	0.054200	0.024985	-0.043567	0.21521	0.085823
0.13400	-0.25640	-0.0080130	-0.13220	-0.044473	-0.026286	-0.035379	-0.043567	-0.023511	-0.033539
0.13600	0.026140	0.072711	0.049425	0.027965	0.32785	0.17791	0.14490	0.21521	0.18005
0.13800	-0.094947	-0.0080130	-0.051480	-0.044473	0.054200	0.0048635	0.082077	-0.023511	0.029283
0.14000	-0.25640	-0.24211	-0.24925	-0.16520	-0.066529	-0.11587	-0.043567	-0.21198	-0.12777
0.14200	-0.014222	-0.12910	-0.071660	0.027965	0.013957	0.020961	0.082077	-0.14915	-0.033539
0.14400	-0.32905	-0.28247	-0.30576	-0.084716	-0.10677	-0.095744	-0.10639	-0.14915	-0.12777
0.14600	-0.21603	-0.24211	-0.22907	-0.0042300	-0.10677	-0.055501	0.019255	-0.14915	-0.064950
0.14800	-0.054584	-0.048375	-0.051479	0.068208	-0.026286	0.020961	0.20772	-0.086333	0.060693
0.15000	-0.21603	-0.12910	-0.17257	-0.044473	0.013957	-0.015258	0.082077	0.039311	0.060694
0.15200	0.058429	-0.088737	-0.015154	0.14869	0.013957	0.081325	0.20772	0.15239	0.18005
0.15400	0.13915	0.15344	0.14630	0.22918	0.17493	0.20205	0.38362	0.27803	0.33083
0.15600	-0.36941	-0.24211	-0.30576	-0.044473	0.013957	-0.015258	0.019255	0.039311	0.029283
0.15800	-0.25640	-0.0080130	-0.13220	-0.0042300	0.054200	0.024985	-0.043567	0.10213	0.029283
0.16000	-0.53086	-0.0080130	-0.26944	-0.16520	0.13469	-0.015258	-0.23203	0.039311	-0.096361
0.16200	-0.64387	-0.28247	-0.46317	-0.24569	-0.026286	-0.13599	-0.34511	-0.21198	-0.27854
0.16400	-0.28868	-0.12910	-0.20889	-0.0042300	0.054200	0.024985	0.082077	0.039311	0.060694
0.16600	-0.32905	-0.28247	-0.30576	-0.0042300	-0.10677	-0.055501	0.019255	-0.086333	-0.033539
0.16800	-0.21603	-0.47621	-0.34612	-0.0042300	-0.13897	-0.071599	0.082077	-0.27480	-0.096361
0.17000	0.058429	-0.24211	-0.091842	0.22918	0.054200	0.14169	0.32080	0.039311	0.18005
0.17200	-0.28868	-0.32284	-0.30576	-0.0042300	0.013957	0.0048635	0.019255	-0.21198	-0.096361
0.17400	-0.094947	-0.40356	-0.24925	0.18894	-0.026286	0.081325	0.019255	-0.14915	-0.064950
0.17600	-0.17567	-0.12910	-0.15238	0.14869	0.17493	0.16181	0.082077	0.21521	0.14864
0.17800	-0.53086	-0.40356	-0.46721	-0.084716	-0.026286	-0.055501	-0.10639	-0.086333	-0.096361
0.18000	-0.36941	-0.24211	-0.30576	-0.0042300	0.013957	0.0048635	-0.10639	0.039311	-0.033539
0.18200	-0.36941	-0.048375	-0.20889	-0.0042300	0.13469	0.065228	0.019255	0.27803	0.14864
0.18400	-0.57122	-0.32284	-0.44703	-0.12496	-0.066529	-0.095744	-0.16921	-0.086333	-0.12777
0.18600	-0.21603	-0.048375	-0.13220	0.18894	0.094443	0.14169	0.25798	0.10213	0.18006
0.18800	-0.53086	-0.28247	-0.40667	-0.044473	0.054200	0.0048635	0.019255	0.15239	0.085823
0.19000	-0.68423	-0.55694	-0.62058	-0.084716	-0.066529	-0.075622	0.019255	-0.086333	-0.033539
0.19200	-0.61158	-0.51657	-0.56408	-0.084716	0.013957	-0.035379	0.082077	-0.023511	0.029283
0.19400	-0.76496	-0.67802	-0.72149	-0.16520	-0.10677	-0.13599	-0.043567	-0.21198	-0.12777
0.19600	-0.64387	-0.79911	-0.72149	-0.044473	-0.13897	-0.091720	-0.043567	-0.21198	-0.12777
0.19800	-0.36941	-0.47621	-0.42281	0.10845	0.013957	0.061204	0.32080	-0.086333	0.11723
0.20000	-0.61158	-0.51657	-0.56408	0.027965	0.054200	0.041083	0.14490	-0.21198	-0.033539
0.20200	-0.32905	-0.55694	-0.44299	0.18894	0.013957	0.10145	0.20772	0.039311	0.12352
0.20400	-0.40977	-0.24211	-0.32594	0.14869	0.17493	0.16181	0.14490	0.34086	0.24288
0.20600	-0.76496	-0.59730	-0.68113	-0.0042300	-0.026286	-0.015258	-0.10639	-0.023511	-0.064950
0.20800	-0.68423	-0.55694	-0.62058	0.068208	0.054200	0.061204	-0.10639	0.10213	-0.0021280
0.21000	-0.92641	-0.55694	-0.74167	-0.084716	0.013957	-0.035379	-0.16921	0.039311	-0.064950
0.21200	-1.1605	-0.83140	-0.99595	-0.24569	0.013957	-0.11587	-0.40793	-0.14915	-0.27854
0.21400	-0.80532	-0.71838	-0.76185	0.027965	0.13469	0.081325	-0.043567	-0.023511	-0.033539
0.21600	-0.92641	-0.83140	-0.87890	-0.0042300	-0.066529	-0.035379	-0.16921	-0.14915	-0.15918
0.21800	-0.72460	-0.95249	-0.83854	0.14869	-0.13897	0.0048635	0.019255	-0.27480	-0.12777
0.22000	-0.49049	-0.75875	-0.62462	0.30967	-0.026286	0.14169	0.44644	0.039311	0.24288
0.22200	-0.84568	-0.91212	-0.87890	0.068208	-0.10677	-0.019282	0.20772	-0.14915	0.029283
0.22400	-0.80532	-0.95249	-0.87890	0.027965	-0.066529	-0.019282	0.20772	-0.086333	0.060693
0.22600	-0.72460	-0.71838	-0.72149	0.068208	0.13469	0.10145	0.25798	0.10213	0.18006
0.22800	-1.1201	-1.0736	-1.0969	-0.20545	0.013957	-0.095744	-0.16921	-0.023511	-0.096361
0.23000	-0.88604	-0.87176	-0.87890	0.027965	0.13469	0.081325	-0.043567	0.15239	0.054412
0.23200	-1.0394	-0.79911	-0.91926	-0.044473	0.17493	0.065228	-0.10639	0.15239	0.023001
0.23400	-1.1201	-1.0332	-1.0767	-0.084716	0.013957	-0.035379	-0.10639	-0.023511	-0.064950
0.23600	-0.92641	-0.79911	-0.86276	0.068208	0.13469	0.10145	0.14490	0.10213	0.12352
0.23800	-1.1201	-0.99285	-1.0565	-0.084716	0.054200	-0.015258	0.082077	0.039311	0.060694
0.24000	-1.2412	-1.3480	-1.2946	-0.12496	-0.10677	-0.11587	-0.16921	-0.086333	-0.12777
0.24200	-1.0394	-1.2673	-1.1534	0.027965	-0.026286	0.00083950	0.14490	0.15239	0.14864
0.24400	-1.3946	-1.4691	-1.4319	-0.12496	-0.13897	-0.13196	-0.043567	-0.21198	-0.12777
0.24600	-1.3139	-1.6629	-1.4884	-0.0042300	-0.13897	-0.071599	-0.043567	-0.27480	-0.15918
0.24800	-1.2009	-1.3480	-1.2745	0.068208	0.094443	0.081326	0.20772	-0.023511	0.092104
0.25000	-1.2412	-1.4288	-1.3350	-0.0042300	0.094443	0.045107	0.14490	-0.14915	-0.0021280
0.25200	-1.0394	-1.3077	-1.1735	0.14869	0.13469	0.14169	0.32080	-0.023511	0.14864
0.25400	-1.0394	-1.1462	-1.0928	0.22918	0.17493	0.20205	0.38362	0.21521	0.29942
0.25600	-1.4350	-1.4288	-1.4319	-0.0042300	0.013957	0.0048635	-0.10639	-0.023511	-0.064950
0.25800	-1.3542	-1.3480	-1.3511	0.027965	0.054200	0.041083	0.019255	0.10213	0.060694
0.26000	-1.6368	-1.4288	-1.5328	-0.044473	0.013957	-0.015258	-0.29485	0.039311	-0.12777
0.26200	-1.7498	-1.6629	-1.7063	-0.12496	-0.026286	-0.075622	-0.47076	-0.21198	-0.34137
0.26400	-1.4753	-1.5418	-1.5086	0.10845	0.054200	0.081326	0.019255	-0.023511	-0.0021280
0.26600	-1.5561	-1.6629	-1.6095	-0.0042300	0.013957	0.0048635	-0.043567	0.039311	-0.0021280
0.26800	-1.4350	-1.8970	-1.6660	0.027965	-0.13897	-0.055501	0.082077	-0.21198	-0.064950
0.27000	-1.2009	-1.6225	-1.4117	0.22918	0.094443	0.16181	0.38362	0.039311	0.21147
0.27200	-1.4753	-1.9373	-1.7063	-0.0042300	-0.066529	-0.035379	0.019255	0.039311	0.029283
0.27400	-1.4350	-1.8566	-1.6458	0.18894	-0.066529	0.061204	0.20772	-0.023511	0.092104
0.27600	-1.5561	-1.5821	-1.5691	0.027965	0.13469	0.081325	0.082077	0.039311	0.060694
0.27800	-1.9112	-1.9777	-1.9445	-0.16520	0.013957	-0.075623	-0.16921	-0.086333	-0.12777
0.28000	-1.7498	-1.8566	-1.8032	-0.084716	0.094443	0.0048635	0.14490	0.10213	0.12352
0.28200	-1.8305	-1.8243	-1.8274	-0.084716	0.13469	0.024985	0.082077	0.10213	0.092105
0.28400	-1.9112	-2.0180	-1.9646	-0.084716	0.094443	0.0048635	-0.043567	-0.023511	-0.033539
0.28600	-1.6368	-1.8243	-1.7305	0.18894	0.24737	0.21815	0.25798	0.10213	0.18006
0.28800	-1.9516	-1.9373	-1.9445	-0.044473	0.17493	0.065228	0.019255	0.039311	0.029283
0.29000	-2.0646	-2.2521	-2.1584	-0.044473	-0.026286	-0.035379	-0.10639	-0.21198	-0.15918
0.29200	-2.0243	-2.2118	-2.1180	0.027965	0.054200	0.041083	0.019255	0.10213	0.060694
0.29400	-2.1050	-2.4540	-2.2795	-0.12496	-0.17921	-0.15208	-0.10639	-0.14915	-0.12777
0.29600	-2.1050	-2.6073	-2.3562	0.068208	-0.17921	-0.055501	0.019255	-0.33762	-0.15918
0.29800	-1.8709	-2.4943	-2.1826	0.18894	0.013957	0.10145	0.32080	-0.086333	0.11723
0.30000	-2.0646	-2.6073	-2.3360	0.10845	-0.026286	0.041083	0.019255	-0.14915	-0.064950
0.30200	-1.9112	-2.4136	-2.1624	0.14869	0.17493	0.16181	0.25798	-0.023511	0.11723
0.30400	-2.1453	-2.2118	-2.1786	0.14869	0.32785	0.23827	0.25798	0.34086	0.29942
0.30600	-2.4198	-2.5266	-2.4732	0.027965	0.094443	0.061204	-0.10639	0.039311	-0.033539
0.30800	-2.4198	-2.5670	-2.4934	0.027965	0.054200	0.041083	0.019255	0.15239	0.085823
0.31000	-2.6539	-2.5670	-2.6104	-0.12496	0.13469	0.0048635	-0.16921	0.15239	-0.0084105
0.31200	-2.8961	-2.9625	-2.9293	-0.24569	-0.13897	-0.19233	-0.34511	-0.21198	-0.27854
0.31400	-2.5812	-2.8091	-2.6952	0.068208	0.054200	0.061204	0.019255	-0.086333	-0.033539
0.31600	-2.5812	-2.9222	-2.7517	0.027965	0.054200	0.041083	-0.16921	-0.27480	-0.22200
0.31800	-2.4602	-3.1966	-2.8284	0.18894	-0.066529	0.061204	0.20772	-0.14915	0.029283
0.32000	-2.3068	-2.8818	-2.5943	0.26942	0.094443	0.18193	0.44644	0.15239	0.29942
0.32200	-2.6539	-3.1240	-2.8889	0.10845	-0.066529	0.020961	0.14490	-0.086333	0.029282
0.32400	-2.6216	-3.1966	-2.9091	0.10845	0.013957	0.061204	0.20772	0.039311	0.12352
0.32600	-2.6216	-2.9625	-2.7921	0.14869	0.094443	0.12157	0.082077	0.27803	0.18006
0.32800	-3.0091	-3.2370	-3.1230	-0.044473	0.094443	0.024985	-0.34511	-0.023511	-0.18431
0.33000	-2.9364	-3.3581	-3.1473	0.027965	0.094443	0.061204	0.019255	0.039311	0.029283
0.33200	-3.0091	-3.3177	-3.1634	-0.0042300	0.094443	0.045107	-0.043567	0.10213	0.029283
0.33400	-3.1302	-3.6325	-3.3814	-0.084716	-0.026286	-0.055501	-0.043567	-0.14915	-0.096361
0.33600	-2.9364	-3.4792	-3.2078	0.027965	0.13469	0.081325	0.20772	0.039311	0.12352
0.33800	-3.0494	-3.5518	-3.3006	-0.0042300	0.094443	0.045107	0.019255	-0.023511	-0.0021280
0.34000	-3.2513	-3.6729	-3.4621	-0.0042300	0.054200	0.024985	-0.043567	-0.27480	-0.15918
0.34200	-3.1302	-3.5114	-3.3208	0.068208	0.21517	0.14169	0.20772	0.10213	0.15493
0.34400	-3.4046	-3.9070	-3.6558	-0.044473	0.013957	-0.015258	-0.10639	-0.14915	-0.12777
0.34600	-3.3643	-3.9877	-3.6760	0.027965	-0.026286	0.00083950	0.082077	-0.14915	-0.033539
0.34800	-3.1302	-3.8343	-3.4823	0.22918	0.013957	0.12157	0.20772	0.039311	0.12352
0.35000	-3.2513	-4.0281	-3.6397	0.14869	-0.13897	0.0048635	0.14490	-0.086333	0.029282
0.35200	-3.1302	-3.9474	-3.5388	0.22918	-0.066529	0.081326	0.32080	0.039311	0.18005
0.35400	-3.1302	-3.6729	-3.4015	0.26942	0.28761	0.27852	0.20772	0.21521	0.21147
0.35600	-3.6064	-4.0281	-3.8173	-0.0042300	0.054200	0.024985	-0.043567	0.10213	0.029283
0.35800	-3.5257	-3.8666	-3.6962	0.068208	0.17493	0.12157	-0.043567	0.10213	0.029283
0.36000	-3.8405	-3.9070	-3.8738	-0.0042300	0.21517	0.10547	-0.29485	0.039311	-0.12777
0.36200	-4.0746	-4.3025	-4.1886	-0.084716	-0.026286	-0.055501	-0.29485	-0.14915	-0.22200
0.36400	-3.8002	-4.0281	-3.9141	0.027965	0.054200	0.041083	0.019255	0.039311	0.029283
0.36600	-3.8405	-4.2218	-4.0312	0.068208	-0.026286	0.020961	0.019255	-0.14915	-0.064950
0.36800	-3.7598	-4.4640	-4.1119	0.14869	-0.066529	0.041082	0.082077	-0.21198	-0.064950
0.37000	-3.4450	-4.2622	-3.8536	0.38210	0.094443	0.23827	0.38362	0.15239	0.26801
0.37200	-3.8002	-4.3833	-4.0917	0.14869	0.054200	0.10145	-0.043567	-0.023511	-0.033539
0.37400	-3.8002	-4.4236	-4.1119	0.22918	0.054200	0.14169	0.20772	-0.086333	0.060693
0.37600	-3.9213	-4.1492	-4.0352	0.10845	0.24737	0.17791	0.082077	0.15239	0.11723
0.37800	-4.2361	-4.3025	-4.2693	-0.084716	0.13469	0.024985	-0.10639	0.039311	-0.033539
0.38000	-4.0746	-4.3025	-4.1886	-0.0042300	0.17493	0.085350	0.019255	0.15239	0.085823
0.38200	-4.0746	-4.2622	-4.1684	-0.0042300	0.24737	0.12157	0.019255	0.21521	0.11723
0.38400	-4.3491	-4.5770	-4.4631	-0.044473	0.013957	-0.015258	-0.043567	-0.023511	-0.033539
0.38600	-3.9939	-4.3833	-4.1886	0.14869	0.17493	0.16181	0.25798	0.10213	0.18006
0.38800	-4.2765	-4.6577	-4.4671	-0.0042300	0.13469	0.065228	0.082077	0.039311	0.060694
0.39000	-4.4702	-4.6981	-4.5841	-0.084716	0.094443	0.0048635	0.019255	-0.27480	-0.12777
0.39200	-4.2361	-4.5366	-4.3864	0.10845	0.28761	0.19803	0.082077	-0.086333	-0.0021280
0.39400	-4.3491	-4.7384	-4.5438	0.10845	0.13469	0.12157	0.082077	-0.21198	-0.064950
0.39600	-4.3895	-4.8515	-4.6205	0.10845	0.054200	0.081326	0.019255	-0.27480	-0.12777
0.39800	-4.1957	-4.6981	-4.4469	0.26942	0.13469	0.20205	0.082077	0.039311	0.060694
0.40000	-4.3491	-4.7788	-4.5640	0.18894	0.094443	0.14169	0.019255	-0.086333	-0.033539
0.40200	-4.1554	-4.7384	-4.4469	0.34186	0.13469	0.23827	0.20772	0.15239	0.18005
0.40400	-4.1554	-4.4236	-4.2895	0.34186	0.28761	0.31474	0.14490	0.27803	0.21147
0.40600	-4.4702	-4.7384	-4.6043	0.22918	0.24737	0.23827	-0.043567	-0.023511	-0.033539
0.40800	-4.4702	-4.6577	-4.5640	0.068208	0.36810	0.21815	-0.043567	0.15239	0.054412
0.41000	-4.7043	-4.6981	-4.7012	-0.044473	0.21517	0.085350	-0.23203	0.15239	-0.039821
0.41200	-4.9465	-5.0533	-4.9999	-0.12496	0.054200	-0.035379	-0.34511	-0.27480	-0.30996
0.41400	-4.4702	-4.8918	-4.6810	0.18894	0.13469	0.16181	0.019255	-0.023511	-0.0021280
0.41600	-4.5913	-5.0129	-4.8021	0.14869	0.094443	0.12157	0.082077	-0.023511	0.029283
0.41800	-4.5106	-5.1340	-4.8223	0.22918	0.054200	0.14169	0.25798	-0.33762	-0.039821
0.42000	-4.1957	-4.8515	-4.5236	0.34186	0.24737	0.29461	0.44644	0.15239	0.29942
0.42200	-4.5106	-5.0533	-4.7819	0.22918	0.13469	0.18193	0.20772	0.039311	0.12352
0.42400	-4.5106	-5.1340	-4.8223	0.18894	0.13469	0.16181	0.14490	-0.14915	-0.0021280
0.42600	-4.4298	-4.8192	-4.6245	0.30967	0.36810	0.33888	0.20772	0.21521	0.21147
0.42800	-4.9465	-5.1744	-5.0604	0.068208	0.21517	0.14169	-0.23203	-0.086333	-0.15918
0.43000	-4.7447	-4.8918	-4.8182	0.14869	0.32785	0.23827	-0.043567	0.039311	-0.0021280
0.43200	-4.8657	-4.8515	-4.8586	0.068208	0.36810	0.21815	-0.043567	0.21521	0.085823
0.43400	-4.9465	-5.1340	-5.0402	0.068208	0.21517	0.14169	-0.10639	0.10213	-0.0021280
0.43600	-4.6316	-4.9322	-4.7819	0.30967	0.24737	0.27852	0.14490	0.21521	0.18005
0.43800	-4.7850	-5.0129	-4.8990	0.22918	0.13469	0.18193	0.019255	-0.023511	-0.0021280
0.44000	-4.9868	-5.2874	-5.1371	0.10845	0.054200	0.081326	0.082077	-0.086333	-0.0021280
0.44200	-4.7447	-5.1340	-4.9393	0.30967	0.094443	0.20205	0.14490	-0.023511	0.060693
0.44400	-5.0998	-5.2470	-5.1734	0.068208	0.21517	0.14169	-0.043567	-0.27480	-0.15918
0.44600	-4.8254	-5.4085	-5.1169	0.18894	0.17493	0.18193	0.14490	-0.27480	-0.064950
0.44800	-4.5913	-5.1340	-4.8626	0.38210	0.28761	0.33486	0.32080	0.10213	0.21147
0.45000	-4.7850	-5.2470	-5.0160	0.30967	0.17493	0.24230	0.14490	-0.023511	0.060693
0.45200	-4.4702	-5.0533	-4.7617	0.38210	0.32785	0.35498	0.25798	0.21521	0.23660
0.45400	-4.5509	-4.7788	-4.6649	0.42235	0.36810	0.39522	0.20772	0.40368	0.30570
0.45600	-4.9465	-5.0129	-4.9797	0.26942	0.21517	0.24230	-0.16921	0.10213	-0.033539
0.45800	-4.8254	-4.9725	-4.8990	0.30967	0.36810	0.33888	-0.16921	0.21521	0.023001
0.46000	-5.0595	-5.1340	-5.0967	0.18894	0.28761	0.23827	-0.23203	0.10213	-0.064949
0.46200	-5.2613	-5.3681	-5.3147	0.10845	0.21517	0.16181	-0.29485	-0.21198	-0.25341
0.46400	-4.9465	-5.2066	-5.0766	0.22918	0.24737	0.23827	-0.043567	-0.023511	-0.033539
0.46600	-4.9061	-5.2066	-5.0564	0.30967	0.21517	0.26242	0.082077	-0.14915	-0.033539
0.46800	-4.7447	-5.4085	-5.0766	0.34186	0.13469	0.23827	0.14490	-0.27480	-0.064950
0.47000	-4.4702	-5.0129	-4.7416	0.58332	0.40834	0.49583	0.44644	0.21521	0.33083
0.47200	-4.9061	-5.2470	-5.0766	0.34186	0.24737	0.29461	0.20772	0.039311	0.12352
0.47400	-4.7850	-5.2874	-5.0362	0.38210	0.24737	0.31474	0.32080	-0.086333	0.11723
0.47600	-4.8657	-4.9725	-4.9191	0.30967	0.44858	0.37912	0.25798	0.039311	0.14864
0.47800	-5.1806	-5.3681	-5.2743	0.068208	0.24737	0.15779	-0.10639	-0.14915	-0.12777
0.48000	-4.9061	-5.0533	-4.9797	0.26942	0.40834	0.33888	0.082077	0.039311	0.060694
0.48200	-4.9061	-4.9322	-4.9191	0.34186	0.48882	0.41534	0.019255	0.039311	0.029283
0.48400	-5.0998	-5.2066	-5.1532	0.18894	0.36810	0.27852	-0.043567	-0.023511	-0.033539
0.48600	-4.7447	-4.9322	-4.8384	0.46259	0.44858	0.45559	0.25798	0.27803	0.26801
0.48800	-5.0191	-5.0129	-5.0160	0.30967	0.48882	0.39925	0.082077	0.10213	0.092105
0.49000	-5.0595	-5.2874	-5.1734	0.34186	0.28761	0.31474	-0.10639	-0.086333	-0.096361
0.49200	-4.9061	-5.0936	-4.9999	0.46259	0.32785	0.39522	0.14490	0.10213	0.12352
0.49400	-5.0595	-5.3277	-5.1936	0.34186	0.21517	0.27852	0.082077	-0.14915	-0.033539
0.49600	-4.9868	-5.4488	-5.2178	0.34186	0.21517	0.27852	0.019255	-0.14915	-0.064950
0.49800	-4.7447	-5.2066	-4.9757	0.46259	0.36810	0.41534	0.20772	0.039311	0.12352
0.50000	-4.9465	-5.2874	-5.1169	0.38210	0.32785	0.35498	0.019255	-0.086333	-0.033539
